City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Usinsk,RU,2022-06-01 18:00:50,65.9939,57.5281,50.65,41,65,9.44
296,Riyadh,SA,2022-06-01 17:59:31,24.6877,46.7219,96.94,8,0,8.93
297,Parry Sound,CA,2022-06-01 18:00:51,45.3501,-80.033,61.66,81,100,9.06
298,Floro,NO,2022-06-01 18:00:52,61.5996,5.0328,58.23,100,75,13.8
299,Chitral,PK,2022-06-01 18:00:52,35.8462,71.7858,66.58,53,93,2.35
300,Henties Bay,NA,2022-06-01 18:00:53,-22.116,14.2845,63.75,48,0,10.98
301,Allauch,FR,2022-06-01 17:58:17,43.3357,5.482,80.15,44,0,5.01
302,Beira,MZ,2022-06-01 18:00:53,-19.8436,34.8389,73.49,60,20,13.8
303,Stokmarknes,NO,2022-06-01 18:00:54,68.5646,14.9108,57.18,58,0,8.05
304,Kargasok,RU,2022-06-01 18:00:55,59.0556,80.8572,45.45,71,70,14.81
305,Plettenberg Bay,ZA,2022-06-01 18:00:55,-34.0527,23.3716,57.18,77,38,6.38
306,Oranjemund,NA,2022-06-01 18:00:56,-28.55,16.4333,57.07,57,0,6.46
307,Skagen,DK,2022-06-01 18:00:56,57.7209,10.5839,53.82,77,29,15.97
308,Petauke,ZM,2022-06-01 18:00:57,-14.2426,31.3253,59.47,58,1,9.19
309,College,US,2022-06-01 17:56:29,64.8569,-147.8028,68.09,48,0,3.44
310,Lukovetskiy,RU,2022-06-01 18:00:58,64.2956,41.9211,62.35,71,97,1.25
311,Ullal,IN,2022-06-01 18:00:59,12.8,74.85,79.75,89,40,0.0
312,Port Hedland,AU,2022-06-01 18:00:59,-20.3167,118.5667,60.85,82,46,10.36
313,Port Hardy,CA,2022-06-01 18:00:12,50.6996,-127.4199,50.18,100,100,4.61
314,Lagoa Vermelha,BR,2022-06-01 18:01:00,-28.2086,-51.5258,53.85,98,100,1.34
315,Elliot,ZA,2022-06-01 18:01:00,-31.3333,27.85,42.06,34,3,4.36
316,Yuzawa,JP,2022-06-01 18:01:01,39.1667,140.5,52.88,86,74,5.19
317,Okha,RU,2022-06-01 18:01:02,53.5739,142.9478,34.48,97,100,12.12
318,Amposta,ES,2022-06-01 18:01:03,40.7131,0.581,79.23,66,1,6.8
319,Sabya,SA,2022-06-01 18:01:03,17.1495,42.6254,86.61,63,0,2.89
320,La Peca,PE,2022-06-01 18:01:04,-5.6111,-78.435,84.31,52,90,1.9
321,Sibolga,ID,2022-06-01 18:02:05,1.7427,98.7792,75.52,90,100,2.86
322,Mount Isa,AU,2022-06-01 18:02:06,-20.7333,139.5,62.37,55,40,4.61
323,Guarapari,BR,2022-06-01 18:02:06,-20.6667,-40.4975,76.89,73,18,7.9
324,Muros,ES,2022-06-01 18:02:07,42.7762,-9.0603,69.1,73,77,8.95
325,Corinto,GR,2022-06-01 18:02:07,37.9407,22.9573,75.88,50,9,1.34
326,Oshawa,CA,2022-06-01 18:00:10,43.9001,-78.8496,70.48,91,100,3.44
327,Chicama,PE,2022-06-01 18:02:08,-7.8447,-79.1469,73.4,60,81,12.53
328,Barra Dos Coqueiros,BR,2022-06-01 17:57:37,-10.9089,-37.0386,84.22,70,40,10.36
329,Tazovskiy,RU,2022-06-01 18:02:09,67.4667,78.7,30.81,78,99,21.5
330,Druzhba,UA,2022-06-01 18:02:09,52.0428,33.9453,63.12,92,35,5.79
331,Manggar,ID,2022-06-01 18:02:10,-2.8833,108.2667,81.82,78,28,8.08
332,Opuwo,NA,2022-06-01 18:01:33,-18.0607,13.84,62.51,25,62,10.2
333,Thinadhoo,MV,2022-06-01 18:02:10,0.5333,72.9333,83.79,71,90,13.04
334,Palmerston,AU,2022-06-01 18:00:00,-12.486,130.9833,78.78,89,75,8.05
335,Alice Springs,AU,2022-06-01 18:02:11,-23.7,133.8833,54.95,94,100,5.75
336,Ippy,CF,2022-06-01 18:02:12,6.2679,21.2247,75.43,77,58,4.61
337,Yulara,AU,2022-06-01 18:02:12,-25.2406,130.9889,49.84,100,100,6.91
338,Grindavik,IS,2022-06-01 18:02:13,63.8424,-22.4338,52.27,82,75,0.0
339,Iroquois Falls,CA,2022-06-01 18:02:13,48.7669,-80.6831,62.83,57,82,14.27
340,Rocha,UY,2022-06-01 18:02:14,-34.4833,-54.3333,53.1,47,59,10.6
341,Tiznit,MA,2022-06-01 18:02:14,29.5833,-9.5,75.94,42,80,7.78
342,Zhigansk,RU,2022-06-01 18:02:15,66.7697,123.3711,39.29,78,37,8.66
343,Acapulco,MX,2022-06-01 17:58:05,16.8634,-99.8901,85.23,59,73,7.43
344,Sao Joao Da Barra,BR,2022-06-01 18:00:17,-21.6403,-41.0511,76.95,74,44,10.2
345,Egvekinot,RU,2022-06-01 18:02:15,66.3167,-179.1667,38.52,71,70,4.56
346,Nchelenge,ZM,2022-06-01 18:02:16,-9.3451,28.734,74.48,49,55,7.78
347,Liepaja,LV,2022-06-01 18:02:16,56.5419,21.0367,55.38,88,75,5.75
348,Hambantota,LK,2022-06-01 18:02:17,6.1241,81.1185,80.1,82,98,19.24
349,Barcelona,ES,2022-06-01 17:58:12,41.3888,2.159,85.19,73,0,12.66
350,Severnyy,RU,2022-06-01 18:02:18,50.677,36.5532,71.64,73,0,4.47
351,Klaksvik,FO,2022-06-01 18:02:18,62.2266,-6.589,50.92,84,17,12.35
352,Nouadhibou,MR,2022-06-01 18:02:19,20.931,-17.0347,67.26,82,13,30.27
353,Kota,IN,2022-06-01 17:57:27,25.1833,75.8333,97.25,13,2,6.62
354,Aklavik,CA,2022-06-01 18:02:20,68.2191,-135.0107,45.79,76,99,16.04
355,Rosetta,EG,2022-06-01 18:02:20,31.4044,30.4164,72.52,83,0,12.03
356,Makakilo City,US,2022-06-01 18:02:20,21.3469,-158.0858,76.19,85,75,0.0
357,Rawson,AR,2022-06-01 18:02:21,-43.3002,-65.1023,48.09,64,62,10.71
358,Barmer,IN,2022-06-01 18:02:21,25.75,71.3833,91.22,31,0,17.58
359,Antofagasta,CL,2022-06-01 18:00:02,-23.65,-70.4,62.35,63,31,6.51
360,Nador,MA,2022-06-01 18:02:22,35.174,-2.9287,79.05,41,0,12.66
361,Carnarvon,AU,2022-06-01 18:02:23,-24.8667,113.6333,64.04,52,0,12.15
362,Chingirlau,KZ,2022-06-01 18:02:23,51.095,54.0814,59.47,62,2,8.86
363,Port Blair,IN,2022-06-01 18:02:24,11.6667,92.75,81.52,83,100,10.58
364,Calama,CL,2022-06-01 18:02:24,-22.4667,-68.9333,57.22,20,4,29.37
365,Salym,RU,2022-06-01 18:02:25,60.0625,71.4789,43.47,55,8,8.95
366,Kamina,CD,2022-06-01 18:02:25,-8.7386,24.9906,66.06,57,27,4.45
367,Kiruna,SE,2022-06-01 18:02:26,67.8557,20.2251,52.72,76,75,8.05
368,Karla,EE,2022-06-01 18:02:26,59.3723,24.9275,62.56,75,0,8.05
369,Kyzyl-Mazhalyk,RU,2022-06-01 18:02:26,51.1333,90.6,54.86,65,78,2.53
370,New Philadelphia,US,2022-06-01 18:03:27,40.4898,-81.4457,89.85,50,0,8.99
371,Kolpashevo,RU,2022-06-01 18:03:27,58.3131,82.9089,44.28,87,100,8.81
372,Aasiaat,GL,2022-06-01 18:03:28,68.7098,-52.8699,33.46,79,18,9.51
373,Haines Junction,CA,2022-06-01 18:03:28,60.7522,-137.5108,66.74,26,12,0.87
374,Mgandu,TZ,2022-06-01 18:03:29,-5.95,34.1333,67.98,53,99,6.87
375,Lake City,US,2022-06-01 18:03:29,30.1897,-82.6393,86.79,48,40,0.0
376,Sur,OM,2022-06-01 18:03:30,22.5667,59.5289,85.77,60,0,11.77
377,Saint-Joseph,RE,2022-06-01 18:03:30,-21.3667,55.6167,71.98,78,37,6.73
378,Zlitan,LY,2022-06-01 18:03:31,32.4674,14.5687,80.47,45,2,8.41
379,Coracao De Jesus,BR,2022-06-01 18:03:31,-16.6853,-44.365,87.71,19,3,7.85
380,Maningrida,AU,2022-06-01 18:03:32,-12.0667,134.2667,71.6,94,54,7.78
381,Grand Gaube,MU,2022-06-01 18:03:32,-20.0064,57.6608,73.38,69,25,3.0
382,Ravar,IR,2022-06-01 18:03:33,31.2656,56.8055,77.25,9,0,5.68
383,Noumea,NC,2022-06-01 18:03:33,-22.2763,166.4572,75.99,99,83,10.63
384,Hammerfest,NO,2022-06-01 18:03:33,70.6634,23.6821,63.05,39,0,8.05
385,Assiniboia,CA,2022-06-01 18:00:38,49.6334,-105.9845,61.07,32,100,16.53
386,Aksarka,RU,2022-06-01 18:03:34,66.5606,67.7975,35.35,59,57,20.58
387,Camabatela,AO,2022-06-01 18:03:35,-8.1881,15.375,67.71,44,34,5.53
388,Salalah,OM,2022-06-01 18:03:35,17.0151,54.0924,84.29,79,40,8.05
389,Seda,LV,2022-06-01 18:03:36,57.65,25.75,65.05,64,100,9.84
390,Elat,IL,2022-06-01 18:03:36,29.5581,34.9482,89.44,35,0,25.32
391,Te Anau,NZ,2022-06-01 18:03:37,-45.4167,167.7167,50.02,91,100,3.94
392,Tepelene,AL,2022-06-01 18:03:37,40.2958,20.0192,73.26,68,0,5.61
393,Nichinan,JP,2022-06-01 18:03:38,31.6,131.3667,62.82,89,100,4.65
394,Devonport,AU,2022-06-01 18:03:38,-41.1667,146.35,42.82,81,2,6.73
395,Cabano,PH,2022-06-01 18:03:39,10.5869,122.7002,80.89,82,77,5.19
396,Skibbereen,IE,2022-06-01 18:03:39,51.55,-9.2667,60.12,75,68,7.83
397,Portobelo,PA,2022-06-01 18:03:39,9.55,-79.65,86.11,76,100,1.72
398,Ranir Bazar,IN,2022-06-01 18:03:40,23.8333,91.3667,77.23,96,63,6.04
399,Leh,IN,2022-06-01 18:03:41,34.1667,77.5833,49.73,36,42,6.76
400,Celle,DE,2022-06-01 18:03:41,52.6226,10.0805,60.21,79,83,8.05
401,Kirovsk,UA,2022-06-01 18:03:42,48.6375,38.6428,69.35,75,14,4.81
402,Sinnamary,GF,2022-06-01 18:03:42,5.3833,-52.95,80.94,81,99,3.02
403,Yakeshi,CN,2022-06-01 18:03:43,49.2833,120.7333,44.69,74,18,2.93
404,Sembakung,ID,2022-06-01 18:03:43,3.8167,117.25,73.44,99,48,1.63
405,Xuddur,SO,2022-06-01 18:03:44,4.1213,43.8894,78.04,61,83,15.41
406,Tapolca,HU,2022-06-01 18:03:44,46.8815,17.4412,76.86,66,23,5.32
407,Gold Coast,AU,2022-06-01 18:03:44,-28.0,153.4333,54.03,77,100,2.3
408,Dejen,ET,2022-06-01 18:03:45,10.1667,38.1333,71.42,22,89,8.84
409,Malkara,TR,2022-06-01 18:03:45,40.89,26.9011,67.51,68,20,8.08
410,Lepe,ES,2022-06-01 18:03:46,37.2548,-7.2043,72.19,61,4,13.09
411,Russkaya Polyana,UA,2022-06-01 18:03:46,49.417,31.9201,68.4,74,5,1.79
412,Kieta,PG,2022-06-01 18:03:47,-6.2167,155.6333,77.25,83,92,4.18
413,Sorland,NO,2022-06-01 18:03:47,67.667,12.6934,49.86,73,97,20.22
414,Faanui,PF,2022-06-01 18:03:48,-16.4833,-151.75,78.39,76,100,8.03
415,Pangody,RU,2022-06-01 18:03:48,65.85,74.4859,30.25,76,66,20.24
416,Nanakuli,US,2022-06-01 18:04:49,21.3906,-158.1547,78.75,73,75,5.75
417,Santa Cruz,BO,2022-06-01 18:00:05,-17.8,-63.1667,64.78,70,100,1.14
418,Inta,RU,2022-06-01 18:04:49,66.0317,60.1659,46.6,41,42,10.83
419,Mao,ES,2022-06-01 18:04:50,39.8885,4.2658,77.56,41,0,8.05
420,Kitgum,UG,2022-06-01 18:04:50,3.2783,32.8867,73.65,62,70,2.66
421,Rawlins,US,2022-06-01 18:04:51,41.7911,-107.2387,53.35,46,0,3.44
422,Traverse City,US,2022-06-01 18:02:21,44.7631,-85.6206,66.83,59,75,8.05
423,Kozova,UA,2022-06-01 18:04:51,49.4354,25.1509,61.14,87,26,4.85
424,Roma,US,2022-06-01 18:03:47,43.2128,-75.4557,68.72,96,100,10.36
425,Seoul,KR,2022-06-01 18:04:52,37.5683,126.9778,62.04,59,1,3.62
426,Pudozh,RU,2022-06-01 18:04:52,61.8099,36.5345,57.72,78,63,1.21
427,Mount Gambier,AU,2022-06-01 18:04:53,-37.8333,140.7667,45.86,76,82,4.29
428,Mercedes,AR,2022-06-01 18:04:53,-34.6515,-59.4307,56.86,37,75,3.33
429,Raahe,FI,2022-06-01 18:04:54,64.6833,24.4833,57.29,82,89,9.01
430,Meiganga,CM,2022-06-01 18:04:54,6.5167,14.3,64.76,92,100,9.48
431,Mangrol,IN,2022-06-01 18:04:54,21.1167,70.1167,81.32,83,3,14.23
432,Tura,IN,2022-06-01 18:04:55,25.5198,90.2201,73.89,95,9,5.61
433,Amarpur,IN,2022-06-01 18:04:55,25.0333,86.9,90.79,54,57,13.94
434,Upington,ZA,2022-06-01 18:04:56,-28.4478,21.2561,57.61,16,0,4.63
435,Taoudenni,ML,2022-06-01 18:04:56,22.6783,-3.9836,107.19,7,15,15.08
436,Mae Ramat,TH,2022-06-01 18:04:57,16.984,98.5166,74.14,99,66,1.34
437,Dudinka,RU,2022-06-01 18:04:57,69.4058,86.1778,30.85,96,100,17.83
438,Svetlyy,RU,2022-06-01 18:04:58,54.675,20.1347,55.45,96,100,11.41
439,Mingguang,CN,2022-06-01 18:04:58,32.7802,117.9638,75.09,66,58,6.53
440,Diffa,NE,2022-06-01 18:04:59,13.3154,12.6113,94.32,14,0,8.37
441,Alyangula,AU,2022-06-01 18:04:59,-13.8483,136.4192,75.31,85,73,10.47
442,Reconquista,AR,2022-06-01 18:02:38,-29.15,-59.65,58.86,40,7,8.79
443,Santa Marta,CO,2022-06-01 18:01:02,11.2408,-74.199,84.36,69,99,9.19
444,Oktyabrskiy,RU,2022-06-01 18:05:00,54.4815,53.471,57.25,74,0,2.37
445,Matara,LK,2022-06-01 18:05:00,5.9485,80.5353,78.44,89,88,12.06
446,Susangerd,IR,2022-06-01 18:05:01,31.5608,48.1831,99.14,6,0,10.47
447,Lugovoy,KZ,2022-06-01 18:05:01,42.9472,72.7644,61.63,61,69,5.28
448,Banamba,ML,2022-06-01 18:05:02,13.55,-7.45,103.24,16,24,9.42
449,Kursenai,LT,2022-06-01 18:05:03,55.985,22.9189,55.65,95,100,5.5
450,Silifke,TR,2022-06-01 18:05:03,36.3778,33.9344,75.29,66,55,1.57
451,Vardo,NO,2022-06-01 18:05:04,70.3705,31.1107,44.58,81,0,6.91
452,Liberty,US,2022-06-01 18:05:05,31.8335,-81.5004,90.27,33,2,4.23
453,Tilichiki,RU,2022-06-01 18:05:05,60.4667,166.1,40.46,72,0,2.73
454,Capitao Poco,BR,2022-06-01 18:05:06,-1.7464,-47.0594,83.14,75,69,6.26
455,Bathsheba,BB,2022-06-01 18:05:07,13.2167,-59.5167,84.81,65,20,13.8
456,Piet Retief,ZA,2022-06-01 18:05:07,-27.0071,30.8132,44.31,56,0,0.56
457,Caravelas,BR,2022-06-01 18:05:08,-17.7125,-39.2481,79.43,66,6,6.76
458,Trinidad,BO,2022-06-01 18:05:08,-14.8333,-64.9,82.0,56,100,2.84
459,Ust-Ilimsk,RU,2022-06-01 18:05:09,58.0006,102.6619,54.16,62,100,2.71
460,Wanning,CN,2022-06-01 18:05:09,18.8003,110.3967,81.01,89,93,9.62
461,Charters Towers,AU,2022-06-01 18:05:10,-20.1,146.2667,57.85,55,73,6.53
462,Fort-Shevchenko,KZ,2022-06-01 18:05:11,44.5086,50.263,77.45,46,2,18.48
463,Luhyny,UA,2022-06-01 18:06:11,51.082,28.4006,62.47,91,65,5.68
464,Qui Nhon,VN,2022-06-01 18:06:12,13.7667,109.2333,79.77,90,100,5.06
465,Lehi,US,2022-06-01 18:01:28,40.3916,-111.8508,68.41,42,1,4.0
466,Chancay,PE,2022-06-01 18:06:13,-11.5714,-77.2672,66.81,69,49,11.39
467,Saraza,PH,2022-06-01 18:06:13,8.7356,117.78,79.9,82,91,3.49
468,Merauke,ID,2022-06-01 18:06:14,-8.4667,140.3333,76.86,86,64,12.28
469,Shimoda,JP,2022-06-01 18:06:14,34.6667,138.95,61.11,84,92,1.54
470,Antalya,TR,2022-06-01 18:06:15,36.7741,30.7178,76.08,79,20,2.3
471,Trairi,BR,2022-06-01 18:01:18,-3.2778,-39.2689,81.34,81,72,8.95
472,Kupang,ID,2022-06-01 18:06:15,-10.1667,123.5833,77.07,88,81,5.01
473,Komsomolskiy,UZ,2022-06-01 18:06:16,40.4272,71.7189,70.52,46,0,6.91
474,Banikoara,BJ,2022-06-01 18:05:11,11.2985,2.4386,96.08,20,86,4.65
475,Lillooet,CA,2022-06-01 18:06:16,50.6856,-121.942,68.11,59,94,1.81
476,Vilhena,BR,2022-06-01 18:06:17,-12.7406,-60.1458,90.64,25,5,4.9
477,Kasongo-Lunda,CD,2022-06-01 18:06:17,-6.4667,16.8167,79.92,46,48,1.57
478,Tomatlan,MX,2022-06-01 18:06:07,19.9333,-105.25,88.29,42,37,10.85
479,Filingue,NE,2022-06-01 18:06:18,14.3521,3.3168,101.82,13,3,5.77
480,Yar-Sale,RU,2022-06-01 18:06:19,66.8333,70.8333,34.32,63,87,18.23
481,Envira,BR,2022-06-01 18:06:19,-7.3,-70.2167,75.43,90,100,3.71
482,Sakakah,SA,2022-06-01 18:06:19,29.9697,40.2064,94.33,9,42,13.87
483,Tsumeb,NA,2022-06-01 18:06:20,-19.2333,17.7167,57.31,12,2,11.43
484,Raudeberg,NO,2022-06-01 18:06:20,61.9875,5.1352,50.67,94,100,8.12
485,Sanmenxia,CN,2022-06-01 18:06:21,34.7747,111.1814,72.0,47,18,5.82
486,Griffith,US,2022-06-01 18:06:21,41.5284,-87.4237,73.15,71,100,10.36
487,Pochutla,MX,2022-06-01 18:06:22,15.7432,-96.4661,81.82,80,100,4.92
488,Lusambo,CD,2022-06-01 18:06:22,-4.9667,23.45,75.67,64,90,2.59
489,Siverek,TR,2022-06-01 18:06:23,37.755,39.3167,79.07,21,17,4.03
490,Devils Lake,US,2022-06-01 18:01:59,48.1128,-98.8651,64.94,43,29,14.0
491,Kuala Terengganu,MY,2022-06-01 18:04:18,5.3302,103.1408,79.68,83,45,6.15
492,Seabra,BR,2022-06-01 18:06:24,-12.4186,-41.7703,81.1,35,12,9.69
493,Garden City,US,2022-06-01 18:02:51,42.3256,-83.331,79.21,76,100,9.22
494,Kununurra,AU,2022-06-01 18:06:24,-15.7667,128.7333,76.98,88,97,0.0
495,Nyuksenitsa,RU,2022-06-01 18:06:25,60.4128,44.2397,61.81,78,100,1.7
496,Abu Samrah,SY,2022-06-01 18:06:25,35.3029,37.1841,81.84,38,1,8.86
497,Tenenkou,ML,2022-06-01 18:06:26,14.4572,-4.9169,105.71,14,65,8.52
498,Bom Sucesso,BR,2022-06-01 18:02:02,-21.0331,-44.7581,80.15,42,27,5.1
499,Snezhnogorsk,RU,2022-06-01 18:06:26,69.1933,33.2531,64.18,59,31,14.61
500,Tual,ID,2022-06-01 18:06:27,-5.6667,132.75,83.28,76,21,11.54
501,Murray Bridge,AU,2022-06-01 18:06:27,-35.1167,139.2667,50.13,74,100,5.41
502,Kodinsk,RU,2022-06-01 18:06:28,58.6881,99.1844,51.69,89,100,2.28
503,Zapolyarnyy,RU,2022-06-01 18:06:28,69.4154,30.8136,47.48,52,39,7.14
504,Bay Roberts,CA,2022-06-01 18:06:28,47.5999,-53.2648,43.52,88,99,5.01
505,Cap Malheureux,MU,2022-06-01 18:06:29,-19.9842,57.6142,73.47,69,14,3.0
506,Skjervoy,NO,2022-06-01 18:06:29,70.0311,20.9714,60.8,63,15,13.78
507,Kenai,US,2022-06-01 18:06:30,60.5544,-151.2583,65.03,67,0,4.61
508,Daitari,IN,2022-06-01 18:06:30,21.1,85.75,81.97,57,100,3.15
509,Yerbogachen,RU,2022-06-01 18:06:31,61.2767,108.0108,42.93,87,16,4.63
510,Hay River,CA,2022-06-01 18:07:31,60.8156,-115.7999,60.76,38,23,4.47
511,Mitsamiouli,KM,2022-06-01 18:07:32,-11.3847,43.2844,78.84,67,53,12.15
512,Didao,CN,2022-06-01 18:07:32,45.3667,130.8,46.92,93,97,3.53
513,Berlevag,NO,2022-06-01 18:07:32,70.8578,29.0864,51.6,81,1,19.57
514,San Juan Evangelista,MX,2022-06-01 18:07:33,17.9,-95.1333,88.36,58,84,4.7
515,Sola,VU,2022-06-01 18:07:33,-13.8833,167.55,81.05,77,49,12.15
516,Kalmunai,LK,2022-06-01 18:07:34,7.4167,81.8167,80.89,75,73,4.88
517,Bangassou,CF,2022-06-01 18:07:34,4.7413,22.8184,71.4,88,92,1.86
518,Sychevka,RU,2022-06-01 18:07:35,55.8252,34.2736,59.88,92,47,6.31
519,Mizdah,LY,2022-06-01 18:07:35,31.4451,12.9801,93.54,14,0,18.99
520,Krasnoselkup,RU,2022-06-01 18:07:36,65.7,82.4667,34.36,92,100,18.48
521,Koscierzyna,PL,2022-06-01 18:07:37,54.1223,17.9812,56.12,80,92,8.19
522,Half Moon Bay,US,2022-06-01 18:04:00,37.4636,-122.4286,84.6,66,0,5.75
523,Nelson Bay,AU,2022-06-01 18:07:37,-32.7167,152.15,48.09,76,12,3.0
524,Sioux Lookout,CA,2022-06-01 18:07:38,50.1001,-91.917,58.35,42,50,14.79
525,Ondo,NG,2022-06-01 18:07:38,7.1,4.8333,75.97,88,90,3.8
526,Saint-Michel-Des-Saints,CA,2022-06-01 18:07:38,46.6834,-73.9159,54.93,80,100,5.21
527,Mehamn,NO,2022-06-01 18:07:39,71.0357,27.8492,44.51,67,3,15.03
528,Along,IN,2022-06-01 18:07:39,28.1667,94.7667,73.36,96,45,1.61
529,Russkiy Kameshkir,RU,2022-06-01 18:07:40,52.8589,46.0892,64.0,72,100,6.55
530,Sangar,RU,2022-06-01 18:07:40,63.9242,127.4739,48.34,95,100,8.08
531,Sterling,US,2022-06-01 18:07:41,39.0062,-77.4286,94.41,49,75,10.0
532,Nieuw Nickerie,SR,2022-06-01 18:07:41,5.95,-56.9833,81.12,77,93,6.38
533,Charagua,BO,2022-06-01 18:07:42,-19.8,-63.2167,51.94,73,100,3.15
